#index	label	wavelength	comment
139027	Fe21      138.627A		# Chianti, 13 19
139032	Fe21      105.001A		# Chianti, 13 20
139037	Fe21      14.6632A		# Chianti, 13 28
139042	Fe21      192.620A		# Chianti, 14 16
139047	Fe21      163.078A		# Chianti, 14 18
139052	Fe21      144.972A		# Chianti, 14 19
139057	Fe21      259.399A		# Chianti, 15 16
139062	Fe21      208.529A		# Chianti, 15 18
139067	Fe21      179.811A		# Chianti, 15 19
139072	Fe21      127.040A		# Chianti, 15 20
139077	Fe21      15.0273A		# Chianti, 15 28
139082	Fe21      394.354A		# Chianti, 22 28
139087	Fe22      845.571A		# Chianti, 1 2
139092	Fe22      247.189A		# Chianti, 1 3
139097	Fe22      217.301A		# Chianti, 1 4
139102	Fe22      135.791A		# Chianti, 1 6
139107	Fe22      117.154A		# Chianti, 1 8
139112	Fe22      102.213A		# Chianti, 1 9
139117	Fe22      100.775A		# Chianti, 1 10
139122	Fe22      12.3250A		# Chianti, 1 16
139127	Fe22      12.0117A		# Chianti, 1 18
139132	Fe22      11.7695A		# Chianti, 1 20
139137	Fe22      11.5825A		# Chianti, 1 25
139142	Fe22      11.5442A		# Chianti, 1 26
139147	Fe22      11.5001A		# Chianti, 1 28
139152	Fe22      11.4909A		# Chianti, 1 29
139157	Fe22      349.302A		# Chianti, 2 3
139162	Fe22      292.459A		# Chianti, 2 4
139167	Fe22      253.170A		# Chianti, 2 5
139172	Fe22      161.770A		# Chianti, 2 6
139177	Fe22      156.019A		# Chianti, 2 7
139182	Fe22      135.997A		# Chianti, 2 8
139187	Fe22      116.268A		# Chianti, 2 9
139192	Fe22      114.410A		# Chianti, 2 10
139197	Fe22      12.5073A		# Chianti, 2 16
139202	Fe22      12.2350A		# Chianti, 2 17
139207	Fe22      12.1848A		# Chianti, 2 18
139212	Fe22      11.9356A		# Chianti, 2 20
139217	Fe22      11.9210A		# Chianti, 2 21
139222	Fe22      11.8243A		# Chianti, 2 23
139227	Fe22      11.7434A		# Chianti, 2 25
139232	Fe22      11.7040A		# Chianti, 2 26
139237	Fe22      11.6587A		# Chianti, 2 28
139242	Fe22      11.6492A		# Chianti, 2 29
139247	Fe22      1797.17A		# Chianti, 3 4
139252	Fe22      117.490A		# Chianti, 3 11
139257	Fe22      100.845A		# Chianti, 3 12
139262	Fe22      85.8280A		# Chianti, 3 14
139267	Fe22      81.7585A		# Chianti, 3 15
139272	Fe22      12.6791A		# Chianti, 3 17
139277	Fe22      12.2386A		# Chianti, 3 23
139282	Fe22      12.1098A		# Chianti, 3 26
139287	Fe22      12.0612A		# Chianti, 3 28
139292	Fe22      1884.56A		# Chianti, 4 5
139297	Fe22      125.708A		# Chianti, 4 11
139302	Fe22      106.840A		# Chianti, 4 12
139307	Fe22      103.487A		# Chianti, 4 13
139312	Fe22      90.1325A		# Chianti, 4 14
139317	Fe22      85.6552A		# Chianti, 4 15
139322	Fe22      12.7692A		# Chianti, 4 17
139327	Fe22      12.7145A		# Chianti, 4 18
139332	Fe22      12.3225A		# Chianti, 4 23
139337	Fe22      12.2347A		# Chianti, 4 25
139342	Fe22      12.1919A		# Chianti, 4 26
139347	Fe22      12.1427A		# Chianti, 4 28
139352	Fe22      12.1324A		# Chianti, 4 29
139357	Fe22      134.693A		# Chianti, 5 11
139362	Fe22      113.261A		# Chianti, 5 12
139367	Fe22      109.500A		# Chianti, 5 13
139372	Fe22      89.7337A		# Chianti, 5 15
139377	Fe22      12.8009A		# Chianti, 5 18
139382	Fe22      12.3146A		# Chianti, 5 25
139387	Fe22      12.2713A		# Chianti, 5 26
139392	Fe22      12.2215A		# Chianti, 5 28
139397	Fe22      192.581A		# Chianti, 6 11
139402	Fe22      151.573A		# Chianti, 6 12
139407	Fe22      144.913A		# Chianti, 6 13
139412	Fe22      120.013A		# Chianti, 6 14
139417	Fe22      112.203A		# Chianti, 6 15
139422	Fe22      13.5554A		# Chianti, 6 16
139427	Fe22      13.2360A		# Chianti, 6 17
139432	Fe22      13.1773A		# Chianti, 6 18
139437	Fe22      12.7567A		# Chianti, 6 23
139442	Fe22      12.6626A		# Chianti, 6 25
139447	Fe22      12.6168A		# Chianti, 6 26
139452	Fe22      12.5641A		# Chianti, 6 28
139457	Fe22      12.5531A		# Chianti, 6 29
139462	Fe22      201.420A		# Chianti, 7 11
139467	Fe22      156.995A		# Chianti, 7 12
139472	Fe22      149.861A		# Chianti, 7 13
139477	Fe22      115.147A		# Chianti, 7 15
139482	Fe22      13.5974A		# Chianti, 7 16
139487	Fe22      13.2170A		# Chianti, 7 18
139492	Fe22      12.6992A		# Chianti, 7 25
139497	Fe22      12.6532A		# Chianti, 7 26
139502	Fe22      12.6002A		# Chianti, 7 28
139507	Fe22      12.5891A		# Chianti, 7 29
139512	Fe22      248.688A		# Chianti, 8 11
139517	Fe22      184.299A		# Chianti, 8 12
139522	Fe22      139.646A		# Chianti, 8 14
139527	Fe22      129.184A		# Chianti, 8 15
139532	Fe22      13.3840A		# Chianti, 8 18
139537	Fe22      12.9502A		# Chianti, 8 23
139542	Fe22      12.8061A		# Chianti, 8 26
139547	Fe22      12.7518A		# Chianti, 8 28
139552	Fe22      360.569A		# Chianti, 9 11
139557	Fe22      239.334A		# Chianti, 9 12
139562	Fe22      169.112A		# Chianti, 9 14
139567	Fe22      154.008A		# Chianti, 9 15
139572	Fe22      13.6739A		# Chianti, 9 17
139577	Fe22      13.6113A		# Chianti, 9 18
139582	Fe22      13.1629A		# Chianti, 9 23
139587	Fe22      379.689A		# Chianti, 10 11
139592	Fe22      247.610A		# Chianti, 10 12
139597	Fe22      230.317A		# Chianti, 10 13
139602	Fe22      173.203A		# Chianti, 10 14
139607	Fe22      157.393A		# Chianti, 10 15
139612	Fe22      13.7000A		# Chianti, 10 17
139617	Fe22      13.6372A		# Chianti, 10 18
139622	Fe22      13.1872A		# Chianti, 10 23
139627	Fe22      13.5538A		# Chianti, 11 25
139632	Fe22      13.4410A		# Chianti, 11 28
139637	Fe22      13.4284A		# Chianti, 11 29
139642	Fe22      13.9290A		# Chianti, 12 23
139647	Fe22      13.8169A		# Chianti, 12 25
139652	Fe22      13.7624A		# Chianti, 12 26
139657	Fe22      13.6997A		# Chianti, 12 28
139662	Fe22      13.6866A		# Chianti, 12 29
139667	Fe22      13.9881A		# Chianti, 13 23
139672	Fe22      13.8201A		# Chianti, 13 26
139677	Fe22      13.7569A		# Chianti, 13 28
139682	Fe22      14.1562A		# Chianti, 14 25
139687	Fe22      14.0991A		# Chianti, 14 26
139692	Fe22      14.0333A		# Chianti, 14 28
139697	Fe22      14.0195A		# Chianti, 14 29
139702	Fe22      14.2734A		# Chianti, 15 25
139707	Fe22      561.833A		# Chianti, 16 17
139712	Fe22      472.515A		# Chianti, 16 18
139717	Fe23      263.766A		# Chianti, 1 3
139722	Fe23      3222.28A		# Chianti, 2 3
139727	Fe23      211.969A		# Chianti, 1 4
139732	Fe23      808.618A		# Chianti, 2 4
139737	Fe23      1079.41A		# Chianti, 3 4
139742	Fe23      132.906A		# Chianti, 1 5
139747	Fe23      247.335A		# Chianti, 2 5
139752	Fe23      267.892A		# Chianti, 3 5
139757	Fe23      356.327A		# Chianti, 4 5
139762	Fe23      173.318A		# Chianti, 3 6
139767	Fe23      206.470A		# Chianti, 4 6
139772	Fe23      490.943A		# Chianti, 5 6
139777	Fe23      97.3522A		# Chianti, 1 7
139782	Fe23      147.254A		# Chianti, 2 7
139787	Fe23      154.303A		# Chianti, 3 7
139792	Fe23      180.040A		# Chianti, 4 7
139797	Fe23      363.915A		# Chianti, 5 7
139802	Fe23      1406.47A		# Chianti, 6 7
139807	Fe23      93.3099A		# Chianti, 1 8
139812	Fe23      138.198A		# Chianti, 2 8
139817	Fe23      144.389A		# Chianti, 3 8
139822	Fe23      166.686A		# Chianti, 4 8
139827	Fe23      313.195A		# Chianti, 5 8
139832	Fe23      865.054A		# Chianti, 6 8
139837	Fe23      2246.50A		# Chianti, 7 8
139842	Fe23      83.0428A		# Chianti, 1 9
139847	Fe23      116.809A		# Chianti, 2 9
139852	Fe23      121.201A		# Chianti, 3 9
139857	Fe23      136.532A		# Chianti, 4 9
139862	Fe23      221.342A		# Chianti, 5 9
139867	Fe23      403.064A		# Chianti, 6 9
139872	Fe23      564.973A		# Chianti, 7 9
139877	Fe23      754.718A		# Chianti, 8 9
139882	Fe23      95.8338A		# Chianti, 3 10
139887	Fe23      105.171A		# Chianti, 4 10
139892	Fe23      149.212A		# Chianti, 5 10
139897	Fe23      252.909A		# Chianti, 7 10
139902	Fe23      284.982A		# Chianti, 8 10
139907	Fe23      457.876A		# Chianti, 9 10
139912	Fe23      11.2193A		# Chianti, 1 11
139917	Fe23      11.6753A		# Chianti, 2 11
139922	Fe23      11.7178A		# Chianti, 3 11
139927	Fe23      11.8464A		# Chianti, 4 11
139932	Fe23      12.2537A		# Chianti, 5 11
139937	Fe23      12.5674A		# Chianti, 6 11
139942	Fe23      12.6807A		# Chianti, 7 11
139947	Fe23      12.7527A		# Chianti, 8 11
139952	Fe23      12.9719A		# Chianti, 9 11
139957	Fe23      13.3501A		# Chianti, 10 11
139962	Fe23      11.6331A		# Chianti, 3 12
139967	Fe23      11.7598A		# Chianti, 4 12
139972	Fe23      12.1612A		# Chianti, 5 12
139977	Fe23      12.5816A		# Chianti, 7 12
139982	Fe23      12.6525A		# Chianti, 8 12
139987	Fe23      12.8682A		# Chianti, 9 12
139992	Fe23      1610.31A		# Chianti, 11 12
139997	Fe23      11.0180A		# Chianti, 1 13
140002	Fe23      11.4575A		# Chianti, 2 13
140007	Fe23      11.4983A		# Chianti, 3 13
140012	Fe23      11.6221A		# Chianti, 4 13
140017	Fe23      12.0140A		# Chianti, 5 13
140022	Fe23      12.3154A		# Chianti, 6 13
140027	Fe23      12.4241A		# Chianti, 7 13
140032	Fe23      12.4932A		# Chianti, 8 13
140037	Fe23      12.7035A		# Chianti, 9 13
140042	Fe23      13.0660A		# Chianti, 10 13
140047	Fe23      614.026A		# Chianti, 11 13
140052	Fe23      992.459A		# Chianti, 12 13
140057	Fe23      10.9800A		# Chianti, 1 15
140062	Fe23      11.4163A		# Chianti, 2 15
140067	Fe23      11.4569A		# Chianti, 3 15
140072	Fe23      11.5798A		# Chianti, 4 15
140077	Fe23      11.9688A		# Chianti, 5 15
140082	Fe23      12.2679A		# Chianti, 6 15
140087	Fe23      12.3758A		# Chianti, 7 15
140092	Fe23      12.4443A		# Chianti, 8 15
140097	Fe23      12.6530A		# Chianti, 9 15
140102	Fe23      13.0126A		# Chianti, 10 15
140107	Fe23      514.669A		# Chianti, 11 15
140112	Fe23      756.431A		# Chianti, 12 15
140117	Fe23      3179.75A		# Chianti, 13 15
140122	Fe23      10.9746A		# Chianti, 1 16
140127	Fe23      11.4105A		# Chianti, 2 16
140132	Fe23      11.4510A		# Chianti, 3 16
140137	Fe23      11.5738A		# Chianti, 4 16
140142	Fe23      11.9623A		# Chianti, 5 16
140147	Fe23      12.2611A		# Chianti, 6 16
140152	Fe23      12.3689A		# Chianti, 7 16
140157	Fe23      12.4374A		# Chianti, 8 16
140162	Fe23      12.6458A		# Chianti, 9 16
140167	Fe23      13.0049A		# Chianti, 10 16
140172	Fe23      503.019A		# Chianti, 11 16
140177	Fe23      731.530A		# Chianti, 12 16
140182	Fe23      2781.60A		# Chianti, 13 16
140187	Fe23      2.22162m		# Chianti, 15 16
140192	Fe23      10.8715A		# Chianti, 1 17
140197	Fe23      11.2991A		# Chianti, 2 17
140202	Fe23      11.3388A		# Chianti, 3 17
140207	Fe23      11.4592A		# Chianti, 4 17
140212	Fe23      11.8400A		# Chianti, 5 17
140217	Fe23      12.1326A		# Chianti, 6 17
140222	Fe23      12.2381A		# Chianti, 7 17
140227	Fe23      12.3051A		# Chianti, 8 17
140232	Fe23      12.5091A		# Chianti, 9 17
140237	Fe23      12.8604A		# Chianti, 10 17
140242	Fe23      350.632A		# Chianti, 11 17
140247	Fe23      448.230A		# Chianti, 12 17
140252	Fe23      817.396A		# Chianti, 13 17
140257	Fe23      1100.11A		# Chianti, 15 17
140262	Fe23      1157.41A		# Chianti, 16 17
140267	Fe23      10.8696A		# Chianti, 1 18
140272	Fe23      11.2970A		# Chianti, 2 18
140277	Fe23      11.3368A		# Chianti, 3 18
140282	Fe23      11.4571A		# Chianti, 4 18
140287	Fe23      11.8377A		# Chianti, 5 18
140292	Fe23      12.1302A		# Chianti, 6 18
140297	Fe23      12.2357A		# Chianti, 7 18
140302	Fe23      12.3027A		# Chianti, 8 18
140307	Fe23      12.5066A		# Chianti, 9 18
140312	Fe23      12.8578A		# Chianti, 10 18
140317	Fe23      348.676A		# Chianti, 11 18
140322	Fe23      445.039A		# Chianti, 12 18
140327	Fe23      806.844A		# Chianti, 13 18
140332	Fe23      1081.08A		# Chianti, 15 18
140337	Fe23      1136.37A		# Chianti, 16 18
140342	Fe23      6.24831m		# Chianti, 17 18
140347	Fe23      11.3223A		# Chianti, 3 19
140352	Fe23      11.4423A		# Chianti, 4 19
140357	Fe23      11.8219A		# Chianti, 5 19
140362	Fe23      12.2188A		# Chianti, 7 19
140367	Fe23      12.2856A		# Chianti, 8 19
140372	Fe23      12.4889A		# Chianti, 9 19
140377	Fe23      335.458A		# Chianti, 11 19
140382	Fe23      739.428A		# Chianti, 13 19
140387	Fe23      963.393A		# Chianti, 15 19
140392	Fe23      1007.05A		# Chianti, 16 19
140397	Fe23      7749.82A		# Chianti, 17 19
140402	Fe23      8847.14A		# Chianti, 18 19
140407	Fe23      10.7846A		# Chianti, 1 20
140412	Fe23      11.2053A		# Chianti, 2 20
140417	Fe23      11.2443A		# Chianti, 3 20
140422	Fe23      11.3627A		# Chianti, 4 20
140427	Fe23      11.7370A		# Chianti, 5 20
140432	Fe23      12.0245A		# Chianti, 6 20
140437	Fe23      12.1281A		# Chianti, 7 20
140442	Fe23      12.1940A		# Chianti, 8 20
140447	Fe23      12.3942A		# Chianti, 9 20
140452	Fe23      12.7390A		# Chianti, 10 20
140457	Fe23      278.319A		# Chianti, 11 20
140462	Fe23      336.474A		# Chianti, 12 20
140467	Fe23      509.062A		# Chianti, 13 20
140472	Fe23      606.062A		# Chianti, 15 20
140477	Fe23      623.054A		# Chianti, 16 20
140482	Fe23      1349.53A		# Chianti, 17 20
140487	Fe23      1379.31A		# Chianti, 18 20
140492	Fe23      1633.99A		# Chianti, 19 20
140497	Fe23      10.5524A		# Chianti, 1 24
140502	Fe23      10.9548A		# Chianti, 2 24
140507	Fe23      10.9922A		# Chianti, 3 24
140512	Fe23      11.1053A		# Chianti, 4 24
140517	Fe23      11.4625A		# Chianti, 5 24
140522	Fe23      11.7366A		# Chianti, 6 24
140527	Fe23      11.8353A		# Chianti, 7 24
140532	Fe23      11.8980A		# Chianti, 8 24
140537	Fe23      12.0886A		# Chianti, 9 24
140542	Fe23      12.4164A		# Chianti, 10 24
140547	Fe23      177.526A		# Chianti, 11 24
140552	Fe23      199.521A		# Chianti, 12 24
140557	Fe23      249.726A		# Chianti, 13 24
140562	Fe23      271.003A		# Chianti, 15 24
140567	Fe23      274.349A		# Chianti, 16 24
140572	Fe23      359.584A		# Chianti, 17 24
140577	Fe23      361.664A		# Chianti, 18 24
140582	Fe23      377.075A		# Chianti, 19 24
140587	Fe23      490.197A		# Chianti, 20 24
140592	Fe23      10.5055A		# Chianti, 1 25
140597	Fe23      10.9043A		# Chianti, 2 25
140602	Fe23      10.9413A		# Chianti, 3 25
140607	Fe23      11.0534A		# Chianti, 4 25
140612	Fe23      11.4072A		# Chianti, 5 25
140617	Fe23      11.6786A		# Chianti, 6 25
140622	Fe23      11.7764A		# Chianti, 7 25
140627	Fe23      11.8384A		# Chianti, 8 25
140632	Fe23      12.0271A		# Chianti, 9 25
140637	Fe23      12.3515A		# Chianti, 10 25
140642	Fe23      165.126A		# Chianti, 11 25
140647	Fe23      183.993A		# Chianti, 12 25
140652	Fe23      225.867A		# Chianti, 13 25
140657	Fe23      243.132A		# Chianti, 15 25
140662	Fe23      245.822A		# Chianti, 16 25
140667	Fe23      312.110A		# Chianti, 17 25
140672	Fe23      313.677A		# Chianti, 18 25
140677	Fe23      325.204A		# Chianti, 19 25
140682	Fe23      406.010A		# Chianti, 20 25
140687	Fe23      2363.35A		# Chianti, 24 25
140692	Fe23      10.4998A		# Chianti, 1 26
140697	Fe23      10.8981A		# Chianti, 2 26
140702	Fe23      10.9351A		# Chianti, 3 26
140707	Fe23      11.0470A		# Chianti, 4 26
140712	Fe23      11.4005A		# Chianti, 5 26
140717	Fe23      11.6715A		# Chianti, 6 26
140722	Fe23      11.7692A		# Chianti, 7 26
140727	Fe23      11.8311A		# Chianti, 8 26
140732	Fe23      12.0195A		# Chianti, 9 26
140737	Fe23      12.3436A		# Chianti, 10 26
140742	Fe23      163.720A		# Chianti, 11 26
140747	Fe23      182.249A		# Chianti, 12 26
140752	Fe23      223.245A		# Chianti, 13 26
140757	Fe23      240.096A		# Chianti, 15 26
140762	Fe23      242.719A		# Chianti, 16 26
140767	Fe23      307.126A		# Chianti, 17 26
140772	Fe23      308.642A		# Chianti, 18 26
140777	Fe23      319.796A		# Chianti, 19 26
140782	Fe23      397.615A		# Chianti, 20 26
140787	Fe23      2104.60A		# Chianti, 24 26
140792	Fe23      1.92256m		# Chianti, 25 26
140797	Fe23      10.8175A		# Chianti, 3 31
140802	Fe23      10.9270A		# Chianti, 4 31
140807	Fe23      11.2727A		# Chianti, 5 31
140812	Fe23      11.6331A		# Chianti, 7 31
140817	Fe23      11.6936A		# Chianti, 8 31
140822	Fe23      11.8776A		# Chianti, 9 31
140827	Fe23      140.806A		# Chianti, 11 31
140832	Fe23      182.702A		# Chianti, 13 31
140837	Fe23      193.836A		# Chianti, 15 31
140842	Fe23      195.542A		# Chianti, 16 31
140847	Fe23      235.295A		# Chianti, 17 31
140852	Fe23      236.184A		# Chianti, 18 31
140857	Fe23      242.660A		# Chianti, 19 31
140862	Fe23      284.982A		# Chianti, 20 31
140867	Fe23      680.737A		# Chianti, 24 31
140872	Fe23      956.025A		# Chianti, 25 31
140877	Fe23      1006.04A		# Chianti, 26 31
140882	Fe23      10.8161A		# Chianti, 3 32
140887	Fe23      10.9256A		# Chianti, 4 32
140892	Fe23      11.2712A		# Chianti, 5 32
140897	Fe23      11.6314A		# Chianti, 7 32
140902	Fe23      11.6920A		# Chianti, 8 32
140907	Fe23      11.8759A		# Chianti, 9 32
140912	Fe23      140.568A		# Chianti, 11 32
140917	Fe23      182.302A		# Chianti, 13 32
140922	Fe23      193.387A		# Chianti, 15 32
140927	Fe23      195.084A		# Chianti, 16 32
140932	Fe23      234.632A		# Chianti, 17 32
140937	Fe23      235.516A		# Chianti, 18 32
140942	Fe23      241.955A		# Chianti, 19 32
140947	Fe23      284.011A		# Chianti, 20 32
140952	Fe23      675.221A		# Chianti, 24 32
140957	Fe23      945.181A		# Chianti, 25 32
140962	Fe23      994.038A		# Chianti, 26 32
140967	Fe23      8.33108m		# Chianti, 31 32
140972	Fe23      10.3762A		# Chianti, 1 34
140977	Fe23      10.7650A		# Chianti, 2 34
140982	Fe23      10.8011A		# Chianti, 3 34
140987	Fe23      10.9102A		# Chianti, 4 34
140992	Fe23      11.2548A		# Chianti, 5 34
140997	Fe23      11.5189A		# Chianti, 6 34
141002	Fe23      11.6140A		# Chianti, 7 34
141007	Fe23      11.6744A		# Chianti, 8 34
141012	Fe23      11.8578A		# Chianti, 9 34
141017	Fe23      12.1730A		# Chianti, 10 34
141022	Fe23      138.065A		# Chianti, 11 34
141027	Fe23      151.012A		# Chianti, 12 34
141032	Fe23      178.114A		# Chianti, 13 34
141037	Fe23      188.680A		# Chianti, 15 34
141042	Fe23      190.295A		# Chianti, 16 34
141047	Fe23      227.739A		# Chianti, 17 34
141052	Fe23      228.572A		# Chianti, 18 34
141057	Fe23      234.632A		# Chianti, 19 34
141062	Fe23      273.973A		# Chianti, 20 34
141067	Fe23      621.119A		# Chianti, 24 34
141072	Fe23      842.461A		# Chianti, 25 34
141077	Fe23      881.059A		# Chianti, 26 34
141082	Fe23      7090.26A		# Chianti, 31 34
141087	Fe23      7749.82A		# Chianti, 32 34
141092	Fe24      255.114A		# Chianti, 1 2
141097	Fe24      192.029A		# Chianti, 1 3
141102	Fe24      776.556A		# Chianti, 2 3
141107	Fe24      10.7853A		# Chianti, 1 4
141112	Fe24      11.2614A		# Chianti, 2 4
141117	Fe24      11.4271A		# Chianti, 3 4
141122	Fe24      10.6630A		# Chianti, 1 5
141127	Fe24      11.1282A		# Chianti, 2 5
141132	Fe24      11.2900A		# Chianti, 3 5
141137	Fe24      940.735A		# Chianti, 4 5
141142	Fe24      10.6190A		# Chianti, 1 6
141147	Fe24      11.0802A		# Chianti, 2 6
141152	Fe24      11.2406A		# Chianti, 3 6
141157	Fe24      688.706A		# Chianti, 4 6
141162	Fe24      2569.93A		# Chianti, 5 6
141167	Fe24      10.5720A		# Chianti, 1 7
141172	Fe24      11.0290A		# Chianti, 2 7
141177	Fe24      11.1879A		# Chianti, 3 7
141182	Fe24      534.503A		# Chianti, 4 7
141187	Fe24      1237.78A		# Chianti, 5 7
141192	Fe24      2386.48A		# Chianti, 6 7
141197	Fe24      10.5569A		# Chianti, 1 8
141202	Fe24      11.0126A		# Chianti, 2 8
141207	Fe24      11.1710A		# Chianti, 3 8
141212	Fe24      498.505A		# Chianti, 4 8
141217	Fe24      1060.45A		# Chianti, 5 8
141222	Fe24      1805.06A		# Chianti, 6 8
141227	Fe24      7399.90A		# Chianti, 7 8
141232	Fe24      8.02510A		# Chianti, 1 9
141237	Fe24      8.28570A		# Chianti, 2 9
141242	Fe24      8.37510A		# Chianti, 3 9
141247	Fe24      31.3569A		# Chianti, 4 9
141252	Fe24      32.4381A		# Chianti, 5 9
141257	Fe24      32.8526A		# Chianti, 6 9
141262	Fe24      33.3111A		# Chianti, 7 9
141267	Fe24      33.4617A		# Chianti, 8 9
141272	Fe24      7.99300A		# Chianti, 1 10
141277	Fe24      8.25160A		# Chianti, 2 10
141282	Fe24      8.34020A		# Chianti, 3 10
141287	Fe24      30.8738A		# Chianti, 4 10
141292	Fe24      31.9214A		# Chianti, 5 10
141297	Fe24      32.3228A		# Chianti, 6 10
141302	Fe24      32.7664A		# Chianti, 7 10
141307	Fe24      32.9121A		# Chianti, 8 10
141312	Fe24      2003.36A		# Chianti, 9 10
141317	Fe24      7.98400A		# Chianti, 1 11
141322	Fe24      8.24200A		# Chianti, 2 11
141327	Fe24      8.33040A		# Chianti, 3 11
141332	Fe24      30.7400A		# Chianti, 4 11
141337	Fe24      31.7784A		# Chianti, 5 11
141342	Fe24      32.1761A		# Chianti, 6 11
141347	Fe24      32.6157A		# Chianti, 7 11
141352	Fe24      32.7601A		# Chianti, 8 11
141357	Fe24      1562.50A		# Chianti, 9 11
141362	Fe24      7090.26A		# Chianti, 10 11
141367	Fe24      7.97530A		# Chianti, 1 12
141372	Fe24      8.23260A		# Chianti, 2 12
141377	Fe24      8.32080A		# Chianti, 3 12
141382	Fe24      30.6101A		# Chianti, 4 12
141387	Fe24      31.6396A		# Chianti, 5 12
141392	Fe24      32.0339A		# Chianti, 6 12
141397	Fe24      32.4696A		# Chianti, 7 12
141402	Fe24      32.6127A		# Chianti, 8 12
141407	Fe24      1285.35A		# Chianti, 9 12
141412	Fe24      3583.21A		# Chianti, 10 12
141417	Fe24      7244.39A		# Chianti, 11 12
141422	Fe24      7.97120A		# Chianti, 1 13
141427	Fe24      8.22830A		# Chianti, 2 13
141432	Fe24      8.31640A		# Chianti, 3 13
141437	Fe24      30.5503A		# Chianti, 4 13
141442	Fe24      31.5757A		# Chianti, 5 13
141447	Fe24      31.9683A		# Chianti, 6 13
141452	Fe24      32.4023A		# Chianti, 7 13
141457	Fe24      32.5447A		# Chianti, 8 13
141462	Fe24      1187.65A		# Chianti, 9 13
141467	Fe24      2914.60A		# Chianti, 10 13
141472	Fe24      4949.12A		# Chianti, 11 13
141477	Fe24      1.56208m		# Chianti, 12 13
141482	Fe24      8.22670A		# Chianti, 2 14
141487	Fe24      8.31470A		# Chianti, 3 14
141492	Fe24      31.5518A		# Chianti, 5 14
141497	Fe24      31.9438A		# Chianti, 6 14
141502	Fe24      32.3771A		# Chianti, 7 14
141507	Fe24      32.5193A		# Chianti, 8 14
141512	Fe24      2723.99A		# Chianti, 10 14
141517	Fe24      4423.54A		# Chianti, 11 14
141522	Fe24      1.13605m		# Chianti, 12 14
141527	Fe24      4.16554m		# Chianti, 13 14
141532	Fe24      8.31210A		# Chianti, 3 15
141537	Fe24      31.9041A		# Chianti, 6 15
141542	Fe24      32.3363A		# Chianti, 7 15
141547	Fe24      32.4781A		# Chianti, 8 15
141552	Fe24      3772.52A		# Chianti, 11 15
141557	Fe24      7871.86A		# Chianti, 12 15
141562	Fe24      1.58687m		# Chianti, 13 15
141567	Fe24      2.56341m		# Chianti, 14 15
141572	Fe24      7.18110A		# Chianti, 1 16
141577	Fe24      7.38910A		# Chianti, 2 16
141582	Fe24      7.46010A		# Chianti, 3 16
141587	Fe24      21.4890A		# Chianti, 4 16
141592	Fe24      21.9914A		# Chianti, 5 16
141597	Fe24      22.1811A		# Chianti, 6 16
141602	Fe24      22.3891A		# Chianti, 7 16
141607	Fe24      22.4571A		# Chianti, 8 16
141612	Fe24      68.2851A		# Chianti, 9 16
141617	Fe24      70.6940A		# Chianti, 10 16
141622	Fe24      71.4058A		# Chianti, 11 16
141627	Fe24      72.1164A		# Chianti, 12 16
141632	Fe24      72.4508A		# Chianti, 13 16
141637	Fe24      7.16900A		# Chianti, 1 18
141642	Fe24      7.37630A		# Chianti, 2 18
141647	Fe24      7.44710A		# Chianti, 3 18
141652	Fe24      21.3813A		# Chianti, 4 18
141657	Fe24      21.8785A		# Chianti, 5 18
141662	Fe24      22.0663A		# Chianti, 6 18
141667	Fe24      22.2722A		# Chianti, 7 18
141672	Fe24      22.3394A		# Chianti, 8 18
141677	Fe24      67.2089A		# Chianti, 9 18
141682	Fe24      69.5412A		# Chianti, 10 18
141687	Fe24      70.2298A		# Chianti, 11 18
141692	Fe24      70.9171A		# Chianti, 12 18
141697	Fe24      71.2404A		# Chianti, 13 18
141702	Fe24      71.3624A		# Chianti, 14 18
141707	Fe24      71.5616A		# Chianti, 15 18
141712	Fe24      4263.20A		# Chianti, 16 18
141717	Fe24      7.16310A		# Chianti, 1 19
141722	Fe24      7.37000A		# Chianti, 2 19
141727	Fe24      7.44060A		# Chianti, 3 19
141732	Fe24      21.3284A		# Chianti, 4 19
141737	Fe24      21.8231A		# Chianti, 5 19
141742	Fe24      22.0100A		# Chianti, 6 19
141747	Fe24      22.2148A		# Chianti, 7 19
141752	Fe24      22.2817A		# Chianti, 8 19
141757	Fe24      66.6890A		# Chianti, 9 19
141762	Fe24      68.9847A		# Chianti, 10 19
141767	Fe24      69.6623A		# Chianti, 11 19
141772	Fe24      70.3385A		# Chianti, 12 19
141777	Fe24      70.6565A		# Chianti, 13 19
141782	Fe24      70.7766A		# Chianti, 14 19
141787	Fe24      70.9725A		# Chianti, 15 19
141792	Fe24      2852.23A		# Chianti, 16 19
141797	Fe24      8618.34A		# Chianti, 18 19
141802	Fe24      7.16060A		# Chianti, 1 20
141807	Fe24      7.36740A		# Chianti, 2 20
141812	Fe24      7.43800A		# Chianti, 3 20
141817	Fe24      21.3066A		# Chianti, 4 20
141822	Fe24      21.8003A		# Chianti, 5 20
141827	Fe24      21.9868A		# Chianti, 6 20
141832	Fe24      22.1911A		# Chianti, 7 20
141837	Fe24      22.2579A		# Chianti, 8 20
141842	Fe24      66.4762A		# Chianti, 9 20
141847	Fe24      68.7570A		# Chianti, 10 20
141852	Fe24      69.4301A		# Chianti, 11 20
